block,street_name,Address,Postal,Latitude,Longitude,mrt_count_500m,schools_within_2km,top25_schools_within_2km,nearby_top25_schools,distance_to_cbd
309,ANG MO KIO AVE 1,207 ANG MO KIO AVENUE 1 ANG MO KIO 22 SINGAPORE 560207,560207,1.36582089504381,103.842847772078,0,10,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9134.378660641145
216,ANG MO KIO AVE 1,216 ANG MO KIO AVENUE 1 ANG MO KIO 22 SINGAPORE 560216,560216,1.36619678831054,103.841505011903,0,10,3,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School",9192.71478969994
211,ANG MO KIO AVE 3,211 ANG MO KIO AVENUE 3 SINGAPORE 560211,560211,1.369196965617,103.841666636086,0,11,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9521.908685765602
202,ANG MO KIO AVE 3,202 ANG MO KIO AVENUE 3 ANG MO KIO VIEW SINGAPORE 560202,560202,1.36844644010937,103.844516260527,0,11,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9407.743380401133
235,ANG MO KIO AVE 3,235 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560235,560235,1.36682360872342,103.83649123351,0,8,3,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School",9344.886132964471
232,ANG MO KIO AVE 3,232 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560232,560232,1.36834606813391,103.837196046409,0,8,3,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School",9498.127776151083
308,ANG MO KIO AVE 1,308C ANG MO KIO AVENUE 1 TECK GHEE VISTA SINGAPORE 563308,563308,1.36569665029696,103.844347269095,0,10,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9104.656981533446
220,ANG MO KIO AVE 1,220 ANG MO KIO AVENUE 1 ANG MO KIO GROVE SINGAPORE 560220,560220,1.36558833593063,103.840518883254,0,8,3,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School",9139.491343908303
219,ANG MO KIO AVE 1,219 ANG MO KIO AVENUE 1 ANG MO KIO GROVE SINGAPORE 560219,560219,1.36598198004505,103.840654039612,0,9,3,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School",9180.897851648424
247,ANG MO KIO AVE 3,327 ANG MO KIO AVENUE 3 ANG MO KIO 31 SINGAPORE 560327,560327,1.36705284380639,103.846987446489,1,11,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9234.465146260016
320,ANG MO KIO AVE 1,320 ANG MO KIO AVENUE 1 STAR LEARNERS @ ANG MO KIO PTE. LTD. SINGAPORE 560320,560320,1.36559244608528,103.848386744168,1,12,5,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",9065.12701185356
252,ANG MO KIO AVE 4,641 ANG MO KIO AVENUE 4 ANG MO KIO 61 SINGAPORE 560641,560641,1.37858940772641,103.840329743826,0,7,2,"CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",10576.480265210312
223,ANG MO KIO AVE 1,223 ANG MO KIO AVENUE 1 SINGAPORE 560223,560223,1.36604808445916,103.838122716883,0,8,3,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School",9229.182247980661
230,ANG MO KIO AVE 3,230 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560230,560230,1.36885445228086,103.837896397823,0,9,3,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School",9541.25905495017
329,ANG MO KIO AVE 3,329 ANG MO KIO AVENUE 3 ANG MO KIO 31 SINGAPORE 560329,560329,1.36659908629034,103.846874419073,1,10,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9184.771459182255
313,ANG MO KIO AVE 3,313 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560313,560313,1.36664972640598,103.850133665442,1,10,3,"Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9177.442421835614
117,ANG MO KIO AVE 4,117 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560117,560117,1.3737170825368,103.835610469339,0,7,2,"Ai Tong School, CHIJ St. Nicholas Girls' School",10116.670330544499
110,ANG MO KIO AVE 4,110 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560110,560110,1.37045937010888,103.837419259859,0,8,3,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School",9725.886562597821
343,ANG MO KIO AVE 3,343 ANG MO KIO AVENUE 3 MY FIRST SKOOL SINGAPORE 560343,560343,1.36837474759489,103.849151113749,1,11,3,"Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9371.583488990922
345,ANG MO KIO AVE 3,345 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560345,560345,1.36748702509964,103.849651723914,1,10,3,"Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9271.538976207888
346,ANG MO KIO AVE 3,346 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560346,560346,1.36709586875167,103.84966230288,1,10,3,"Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9228.029112657614
121,ANG MO KIO AVE 3,121 ANG MO KIO AVENUE 3 SINGAPORE 560121,560121,1.36970563478325,103.843515981311,0,11,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9556.923913517141
129,ANG MO KIO AVE 3,129 ANG MO KIO AVENUE 3 YIO CHU KANG VILLE SINGAPORE 560129,560129,1.36989498895756,103.842059049722,0,11,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9594.172540441175
130,ANG MO KIO AVE 3,130 ANG MO KIO AVENUE 3 YIO CHU KANG VILLE SINGAPORE 560130,560130,1.37039791675237,103.841878840032,0,11,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9651.95436818039
128,ANG MO KIO AVE 3,128 ANG MO KIO AVENUE 3 SINGAPORE 560128,560128,1.37083202800001,103.843546990613,0,11,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9681.330823677255
127,ANG MO KIO AVE 3,127 ANG MO KIO AVENUE 3 SINGAPORE 560127,560127,1.37122322102767,103.843593321222,0,11,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9724.18614045769
126,ANG MO KIO AVE 3,126 ANG MO KIO AVENUE 3 SINGAPORE 560126,560126,1.37164990020956,103.843644176374,0,11,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9770.93537530066
403,ANG MO KIO AVE 10,403 ANG MO KIO AVENUE 10 SINGAPORE 560403,560403,1.36126901451361,103.854642365822,0,12,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",8585.259819639872
404,ANG MO KIO AVE 10,404 ANG MO KIO AVENUE 10 SINGAPORE 560404,560404,1.36167767060852,103.854726492538,0,12,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",8631.05057372039
405,ANG MO KIO AVE 10,405 ANG MO KIO AVENUE 10 SINGAPORE 560405,560405,1.36157912717139,103.853805386957,0,12,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",8616.393061736115
417,ANG MO KIO AVE 10,417 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560417,560417,1.36495953274783,103.855197097728,0,12,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",8997.931846478403
418,ANG MO KIO AVE 10,418 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560418,560418,1.3649460137791,103.854043379775,0,11,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",8991.416114346022
419,ANG MO KIO AVE 10,419 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560419,560419,1.36534669720177,103.85415182597,0,11,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",9036.33900578914
441,ANG MO KIO AVE 10,441 ANG MO KIO AVENUE 10 SINGAPORE 560441,560441,1.36605027829032,103.854168309853,0,11,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",9114.59143071583
442,ANG MO KIO AVE 10,442 ANG MO KIO AVENUE 10 SINGAPORE 560442,560442,1.36565326940253,103.855232195496,0,12,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",9075.169734777506
443,ANG MO KIO AVE 10,443 ANG MO KIO AVENUE 10 SINGAPORE 560443,560443,1.36604388871674,103.855368968681,0,12,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",9119.270753425197
444,ANG MO KIO AVE 10,444 ANG MO KIO AVENUE 10 SINGAPORE 560444,560444,1.36660045321147,103.855578790668,0,12,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",9182.222289776208
450,ANG MO KIO AVE 10,450 ANG MO KIO AVENUE 10 CHONG BOON CENTRE SINGAPORE 560450,560450,1.36848406233048,103.855468149019,0,9,2,"Catholic High School (Primary), Holy Innocents' Primary School",9390.822948241825
435,ANG MO KIO AVE 10,435 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560435,560435,1.36770367834269,103.854214313011,0,9,2,"Catholic High School (Primary), Holy Innocents' Primary School",9298.509738825886
433,ANG MO KIO AVE 10,433 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560433,560433,1.36807652285135,103.854353042615,0,9,2,"Catholic High School (Primary), Holy Innocents' Primary School",9340.46452261696
434,ANG MO KIO AVE 10,434 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560434,560434,1.3678915069194,103.85345502653,1,9,2,"Catholic High School (Primary), Holy Innocents' Primary School",9316.989986867633
424,ANG MO KIO AVE 3,424 ANG MO KIO AVENUE 3 CHONG BOON VIEW SINGAPORE 560424,560424,1.36860660305158,103.850808805402,1,11,3,"Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9394.134239746774
425,ANG MO KIO AVE 3,425 ANG MO KIO AVENUE 3 CHONG BOON VIEW SINGAPORE 560425,560425,1.36912241721255,103.851616057064,1,10,2,"Catholic High School (Primary), Holy Innocents' Primary School",9451.230129857677
466,ANG MO KIO AVE 10,466 ANG MO KIO AVENUE 10 PCF SPARKLETOTS PRESCHOOL @ TECK GHEE BLK 466 (KN) SINGAPORE 560466,560466,1.36581960538764,103.857061606231,0,11,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",9105.297098778283
471,ANG MO KIO AVE 10,471 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560471,560471,1.36346600647245,103.856702918462,0,10,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",8841.500975876472
474,ANG MO KIO AVE 10,474 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560474,560474,1.36275784702216,103.858015323667,0,11,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",8773.846645950218
570,ANG MO KIO AVE 3,570 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560570,560570,1.3697435855576,103.856023138277,0,9,2,"Catholic High School (Primary), Holy Innocents' Primary School",9533.80539911202
586,ANG MO KIO AVE 3,586 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560586,560586,1.37030352965928,103.853455898206,1,9,2,"Catholic High School (Primary), Holy Innocents' Primary School",9585.122845896252
455,ANG MO KIO AVE 10,57 ANG MO KIO AVENUE 8 ANG MO KIO BUS INTERCHANGE SINGAPORE 567751,567751,1.36951942637994,103.848462230319,1,10,3,"Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9501.194119559255
465,ANG MO KIO AVE 10,465 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560465,560465,1.3662010408294,103.857200967235,0,11,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",9148.680013314957
463,ANG MO KIO AVE 10,463 ANG MO KIO AVENUE 10 SINGAPORE 560463,560463,1.36694793518613,103.857487648675,0,10,2,"Catholic High School (Primary), Holy Innocents' Primary School",9233.789152761812
564,ANG MO KIO AVE 3,564 ANG MO KIO AVENUE 3 SINGAPORE 560564,560564,1.36984837555524,103.859404131956,0,9,2,"Holy Innocents' Primary School, Rosyth School",9572.786804667772
560,ANG MO KIO AVE 10,560 ANG MO KIO AVENUE 10 SINGAPORE 560560,560560,1.37081626777721,103.859192334256,0,9,2,"Holy Innocents' Primary School, Rosyth School",9677.83697876158
558,ANG MO KIO AVE 10,558 ANG MO KIO AVENUE 10 SINGAPORE 560558,560558,1.37123613284274,103.859192016193,0,9,2,"Holy Innocents' Primary School, Rosyth School",9724.336949577311
559,ANG MO KIO AVE 10,559 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560559,560559,1.37099810674697,103.857856391877,0,9,2,"Holy Innocents' Primary School, Rosyth School",9685.938643158672
538,ANG MO KIO AVE 5,538 ANG MO KIO AVENUE 5 CHENG SAN VIEW SINGAPORE 560538,560538,1.37559336678106,103.853347801104,0,8,1,Holy Innocents' Primary School,10172.92162694137
534,ANG MO KIO AVE 10,534 ANG MO KIO AVENUE 10 CHENG SAN VIEW SINGAPORE 560534,560534,1.37405846295585,103.854168170426,0,8,1,Holy Innocents' Primary School,10004.616854635757
601,ANG MO KIO AVE 5,601 ANG MO KIO AVENUE 5 MY FIRST SKOOL SINGAPORE 560601,560601,1.38104134784496,103.835131744823,0,4,1,CHIJ St. Nicholas Girls' School,10928.281474525129
603,ANG MO KIO AVE 5,603 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560603,560603,1.38020079047279,103.83575571651,0,4,1,CHIJ St. Nicholas Girls' School,10824.723814171579
604,ANG MO KIO AVE 5,604 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560604,560604,1.37986658053966,103.835976650638,0,4,1,CHIJ St. Nicholas Girls' School,10784.102882486024
608,ANG MO KIO AVE 5,608 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560608,560608,1.37858209980487,103.836760311526,0,5,1,CHIJ St. Nicholas Girls' School,10629.391776920684
611,ANG MO KIO AVE 5,611 ANG MO KIO AVENUE 5 PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG BLK 611 (KN) SINGAPORE 560611,560611,1.37829205175133,103.83725190016,0,5,1,CHIJ St. Nicholas Girls' School,10589.237214393937
505,ANG MO KIO AVE 8,505 ANG MO KIO AVENUE 8 CHENG SAN CREST SINGAPORE 560505,560505,1.3748597302123,103.850224901404,0,9,2,"CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",10090.10368574203
503,ANG MO KIO AVE 5,503 ANG MO KIO AVENUE 5 CHENG SAN CREST SINGAPORE 560503,560503,1.37546163119278,103.848942047568,0,9,2,"CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",10159.949977910557
610,ANG MO KIO AVE 4,610 ANG MO KIO AVENUE 4 THE SALVATION ARMY ANG MO KIO CHILD CARE CENTRE SINGAPORE 560610,560610,1.37939470300077,103.839157232686,0,6,1,CHIJ St. Nicholas Girls' School,10681.317358776947
607,ANG MO KIO AVE 4,607 ANG MO KIO AVENUE 4 YIO CHU KANG GREEN SINGAPORE 560607,560607,1.38046758670091,103.838816721629,0,5,1,CHIJ St. Nicholas Girls' School,10804.503569073215
524,ANG MO KIO AVE 5,524 ANG MO KIO AVENUE 5 SINGAPORE 560524,560524,1.3733782941643,103.853042534069,0,8,1,Holy Innocents' Primary School,9926.010171835382
513,ANG MO KIO AVE 8,513 ANG MO KIO AVENUE 8 CHENG SAN CREST SINGAPORE 560513,560513,1.37273696913231,103.850194854525,1,10,3,"Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9854.132699660313
643,ANG MO KIO AVE 5,643 ANG MO KIO AVENUE 5 ANG MO KIO 61 SINGAPORE 560643,560643,1.3775062692911,103.840557182306,0,7,2,"CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",10453.916155536963
542,ANG MO KIO AVE 10,542 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560542,560542,1.37473841331656,103.855876768354,0,8,1,Holy Innocents' Primary School,10087.654985187184
548,ANG MO KIO AVE 10,548 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560548,560548,1.37291376311161,103.85704609864,0,9,2,"Holy Innocents' Primary School, Rosyth School",9892.32148775999
550,ANG MO KIO AVE 10,550 ANG MO KIO AVENUE 10 SINGAPORE 560550,560550,1.37360769512088,103.85820494173,0,8,2,"Holy Innocents' Primary School, Rosyth School",9978.188683101009
639,ANG MO KIO AVE 6,639 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560639,560639,1.37993407100545,103.84246297225,1,8,2,"CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",10700.230308398715
637,ANG MO KIO AVE 6,637 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560637,560637,1.38036187235317,103.842334616577,1,7,2,"CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",10748.92922500702
330,ANG MO KIO AVE 1,330 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560330,560330,1.36243186402478,103.851030689651,0,12,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",8707.387147963158
333,ANG MO KIO AVE 1,333 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560333,560333,1.3613425564061,103.851698621454,0,11,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",8586.174523339412
156,ANG MO KIO AVE 4,156 ANG MO KIO AVENUE 4 YIO CHU KANG GROVE SINGAPORE 560156,560156,1.37549519574964,103.839947470774,0,8,3,"Ai Tong School, CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",10240.082916086432
152,ANG MO KIO AVE 5,152 ANG MO KIO AVENUE 5 YIO CHU KANG GROVE SINGAPORE 560152,560152,1.3766876256746,103.840159506601,0,7,2,"CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",10368.767779303547
178,ANG MO KIO AVE 4,178 ANG MO KIO AVENUE 4 KEBUN BARU LINK 2 SINGAPORE 560178,560178,1.37619319942083,103.837038191014,0,7,2,"Ai Tong School, CHIJ St. Nicholas Girls' School",10362.17197418808
180,ANG MO KIO AVE 5,180 ANG MO KIO AVENUE 5 KEBUN BARU LINK 2 SINGAPORE 560180,560180,1.37667706463381,103.838361037555,0,7,2,"Ai Tong School, CHIJ St. Nicholas Girls' School",10393.715538367054
209,ANG MO KIO AVE 3,209 ANG MO KIO AVENUE 3 SINGAPORE 560209,560209,1.36897079641509,103.843284524871,0,11,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9477.997708971909
231,ANG MO KIO AVE 3,231 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560231,560231,1.36856103572357,103.837525234344,0,9,3,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School",9515.672141392797
254,ANG MO KIO AVE 4,254 ANG MO KIO AVENUE 4 KEBUN BARU VIEW SINGAPORE 560254,560254,1.37020344042146,103.834687722549,0,8,3,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School",9751.267086925594
103,ANG MO KIO AVE 3,103 ANG MO KIO AVENUE 3 KEBUN BARU HEIGHTS SINGAPORE 560103,560103,1.37101657804604,103.839304839187,0,9,3,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School",9755.820283676194
105,ANG MO KIO AVE 4,105 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560105,560105,1.37231328287072,103.837601112788,0,7,2,"Ai Tong School, CHIJ St. Nicholas Girls' School",9926.259325596286
344,ANG MO KIO AVE 3,344 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560344,560344,1.36797705108684,103.849264839398,1,11,3,"Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9327.039378267169
324,ANG MO KIO AVE 3,324 ANG MO KIO AVENUE 3 ANG MO KIO 31 SINGAPORE 560324,560324,1.36833392201705,103.846879231399,1,11,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9377.356471325724
120,ANG MO KIO AVE 3,120 ANG MO KIO AVENUE 3 SINGAPORE 560120,560120,1.37004739686133,103.844594754874,0,11,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9584.47453137686
124,ANG MO KIO AVE 6,124 ANG MO KIO AVENUE 6 SINGAPORE 560124,560124,1.37089179310251,103.844768276408,0,11,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9676.570728185316
414,ANG MO KIO AVE 10,414 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560414,560414,1.36390466431674,103.853913839503,0,12,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",8875.228543020548
438,ANG MO KIO AVE 10,438 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560438,560438,1.3669708169506,103.853906591778,0,10,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",9215.989845870228
427,ANG MO KIO AVE 3,427 ANG MO KIO AVENUE 3 CHONG BOON HEIGHTS SINGAPORE 560427,560427,1.36931185924705,103.854550605629,0,9,2,"Catholic High School (Primary), Holy Innocents' Primary School",9478.518605585872
428,ANG MO KIO AVE 3,428 ANG MO KIO AVENUE 3 CHONG BOON HEIGHTS SINGAPORE 560428,560428,1.36893906457102,103.854412288513,0,9,2,"Catholic High School (Primary), Holy Innocents' Primary School",9436.545361308585
473,ANG MO KIO AVE 10,473 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560473,560473,1.36305380914637,103.856846002568,0,11,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",8796.83589823522
573,ANG MO KIO AVE 3,573 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560573,560573,1.37056143999067,103.854823102785,0,9,2,"Catholic High School (Primary), Holy Innocents' Primary School",9618.50625565123
585,ANG MO KIO AVE 3,585 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560585,560585,1.37059756050933,103.852367040901,1,10,2,"Catholic High School (Primary), Holy Innocents' Primary School",9615.774025915603
456,ANG MO KIO AVE 10,456 ANG MO KIO AVENUE 10 TECK GHEE GRANDEUR SINGAPORE 560456,560456,1.36716071992678,103.858658520644,0,10,3,"Catholic High School (Primary), Holy Innocents' Primary School, Rosyth School",9267.722299648884
544,ANG MO KIO AVE 10,544 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560544,560544,1.37395961943023,103.856471368511,0,8,1,Holy Innocents' Primary School,10004.625604410237
640,ANG MO KIO AVE 6,640 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560640,560640,1.38003436037009,103.843606664405,1,8,2,"CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",10700.214354174652
638,ANG MO KIO AVE 6,638 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560638,560638,1.38047559647224,103.843567764408,1,8,2,"CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",10749.466801547449
646,ANG MO KIO AVE 6,646 ANG MO KIO AVENUE 6 ANG MO KIO 61 SINGAPORE 560646,560646,1.37939517687868,103.843763599411,1,8,2,"CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",10627.960648175293
150,ANG MO KIO AVE 5,150 ANG MO KIO AVENUE 5 YIO CHU KANG GROVE SINGAPORE 560150,560150,1.37680678506745,103.842017962576,0,8,2,"CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",10358.958501098867
179,ANG MO KIO AVE 5,179 ANG MO KIO AVENUE 5 KEBUN BARU LINK 2 SINGAPORE 560179,560179,1.37690418077298,103.836218103538,0,6,2,"Ai Tong School, CHIJ St. Nicholas Girls' School",10454.66965185755
336,ANG MO KIO AVE 1,336 ANG MO KIO AVENUE 1 ANANIAS CENTRE (AMK) SINGAPORE 560336,560336,1.3635938468353,103.851784409615,0,11,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",8836.539519434034
335,ANG MO KIO AVE 1,335 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560335,560335,1.36320996798464,103.850690597254,0,12,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",8794.192190914739
401,ANG MO KIO AVE 10,401 ANG MO KIO AVENUE 10 SINGAPORE 560401,560401,1.36101765642805,103.855387562453,0,12,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",8561.161749564397
439,ANG MO KIO AVE 10,439 ANG MO KIO AVENUE 10 SINGAPORE 560439,560439,1.36629197864802,103.85349630883,0,11,3,"Catholic High School (Primary), Holy Innocents' Primary School, Kuo Chuan Presbyterian Primary School",9139.294751549987
430,ANG MO KIO AVE 3,430 ANG MO KIO AVENUE 3 CHONG BOON HEIGHTS SINGAPORE 560430,560430,1.36899287777802,103.85276134968,1,9,2,"Catholic High School (Primary), Holy Innocents' Primary School",9437.923057468262
460,ANG MO KIO AVE 10,460 ANG MO KIO AVENUE 10 TECK GHEE GRANDEUR SINGAPORE 560460,560460,1.36633947709831,103.859122319513,0,10,3,"Catholic High School (Primary), Holy Innocents' Primary School, Rosyth School",9181.390342582494
459,ANG MO KIO AVE 10,459 ANG MO KIO AVENUE 10 TECK GHEE GRANDEUR SINGAPORE 560459,560459,1.36701964480661,103.859377190201,0,9,2,"Holy Innocents' Primary School, Rosyth School",9259.348834028118
716,ANG MO KIO AVE 6,716 ANG MO KIO AVENUE 6 SINGAPORE 560716,560716,1.37147783065153,103.845868750998,1,11,4,"Ai Tong School, Catholic High School (Primary), CHIJ St. Nicholas Girls' School, Holy Innocents' Primary School",9732.97028777681
545,ANG MO KIO AVE 10,545 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560545,560545,1.37317921904936,103.856294541429,0,8,1,Holy Innocents' Primary School,9916.899688905385
620,ANG MO KIO AVE 9,620 ANG MO KIO AVENUE 9 SINGAPORE 560620,560620,1.38244082944044,103.839546376827,0,5,1,CHIJ St. Nicholas Girls' School,11012.04461802434
